complaint_text,base_severity,category,compllaint_text
"The tap water is constantly coming out with a strange, unpleasant chemical odour. Unfit for consumption.",5,Water_Sanitation,
"The main water pipeline burst near the market square, causing huge water wastage and disruption.",5,Water_Sanitation,
"Waterlogging near the flyover every time it rains heavily, causing massive traffic jams and delays.",3,Water_Sanitation,
"The water supplied through our taps is often cloudy and has visible particles, especially after repairs.",4,Water_Sanitation,
"Lack of clean drinking water in our rural hamlet, forcing residents to rely on contaminated sources. Critical.",4,Water_Sanitation,
"Continuous overflow from the communal overhead water tank, leading to dampness and mosquito breeding around the building.",2,Water_Sanitation,
"No water supply during peak hours in the morning, making it impossible to get ready for work or school.",3,Water_Sanitation,
"The water supplied is often brown and has a very strong muddy smell, indicating poor filtration.",4,Water_Sanitation,
The public toilets near the park are always dirty and lack basic facilities. Unusable by public.,3,Water_Sanitation,
"Waterlogging in our local market area after every short rain, affecting businesses and customers.",2,Water_Sanitation,
"The borewell in our society is giving out very hard and salty water, damaging appliances and skin.",3,Water_Sanitation,
Overflowing sewage from the manhole near the entrance of our residential complex. Unbearable smell.,4,Water_Sanitation,
"The water supplied is often intermittent and stops without warning, disrupting daily life and chores.",3,Water_Sanitation,
Children in our area are frequently falling ill due to suspected contaminated water supply. Urgent health crisis.,5,Water_Sanitation,
"The public water cooler is broken and constantly leaking, leading to water wastage and slippery grounds.",2,Water_Sanitation,
A continuous leak from the water meter connection outside my house for several weeks. Needs fixing.,1,Water_Sanitation,
"Storm drains are completely blocked with construction debris, causing severe waterlogging and property damage.",4,Water_Sanitation,
"The water coming from our taps is visibly cloudy with large particles, especially after any maintenance work.",3,Water_Sanitation,
"No proper sanitation facilities for the informal settlement behind the railway tracks, leading to open defecation.",4,Water_Sanitation,
"The municipal water pipeline burst near the main road, causing massive disruption and water loss. Urgent repair required.",5,Water_Sanitation,
"The public taps in our colony are frequently dry, forcing residents to fetch water from long distances.",3,Water_Sanitation,
"Water supply is only for an hour very early in the morning, which is highly inconvenient for working families.",2,Water_Sanitation,
"The main drain near the old clock tower is completely choked with garbage, emitting a very foul smell and attracting pests.",3,Water_Sanitation,
Residents are suffering from acute water-borne diseases; the tap water is highly suspect and requires immediate testing.,5,Water_Sanitation,
A persistent leakage from the main water supply pipe on the roadside for the last month. Significant wastage.,3,Water_Sanitation,
The public toilets in the market are constantly locked or too dirty to use. No alternative facilities nearby.,3,Water_Sanitation,
"Waterlogging in the narrow by-lanes of our old city area even after light rain, making movement difficult.",3,Water_Sanitation,
"The borewell water in our society has a strong foul smell, making it unsafe for any use. Highly concerning.",4,Water_Sanitation,
"Frequent interruptions in water supply, often several times a day for short periods. Very disruptive to daily life.",2,Water_Sanitation,
No water flow in the taps for the fourth consecutive day in our locality. This is an urgent and critical situation.,4,Water_Sanitation,
"Our tap water sometimes has a distinct chemical smell and taste, raising serious contamination concerns.",4,Water_Sanitation,
Raw sewage is overflowing from a broken pipe near the community park. Urgent health hazard for all residents.,5,Water_Sanitation,
"The public water fountain near the jogging track is broken and continuously gushing water, wasting precious resource.",2,Water_Sanitation,
"Water pressure is extremely low and inconsistent throughout the day, making it impossible to use appliances.",2,Water_Sanitation,
"The main storm drain in our neighbourhood is completely clogged with garbage, causing severe waterlogging during rains.",4,Water_Sanitation,
"Residents of our colony are experiencing severe stomach ailments, suspecting the municipal water quality. Urgent testing needed.",5,Water_Sanitation,
"The water supplied to our building has a distinct and unpleasant taste, making it difficult to drink.",3,Water_Sanitation,
"Continuous leakage from the overhead storage tank for the entire block, creating dampness and breeding mosquitoes. Unhygienic.",3,Water_Sanitation,
The open drains running through the informal settlements have become severe breeding grounds for diseases. Immediate action needed.,4,Water_Sanitation,
"Water supply is limited to only a few hours in the morning, causing huge problems for evening chores and late-night needs.",3,Water_Sanitation,
"The main sewage line near the old temple has collapsed, causing a massive overflow of wastewater onto public land. Critical disaster.",5,Water_Sanitation,
"The communal handpump in our village has very rusty water, making it unusable for drinking and cooking. Needs urgent repair.",3,Water_Sanitation,
Public toilets near the bus stand are extremely unhygienic and lack basic amenities. Unusable and health hazard.,3,Water_Sanitation,
"Water logging near the market entrance after even moderate rains, causing severe pedestrian inconvenience and traffic snarls.",3,Water_Sanitation,
"Our tap water consistently carries a strong chlorine smell, especially during summer, indicating over-treatment.",3,Water_Sanitation,
"A significant crack in the underground water pipe beneath our street, leading to a constant damp patch on the road. Potential road damage.",2,Water_Sanitation,
"The water filter installed in the local clinic is defunct, forcing patients to drink unfiltered, potentially unsafe water. Health risk.",4,Water_Sanitation,
"Lack of proper drainage system in the back alleys of our market, leading to accumulation of foul-smelling stagnant water. Health hazard.",4,Water_Sanitation,
"Water supply cuts off frequently without any notice, sometimes for hours, severely disrupting daily life and routines.",3,Water_Sanitation,
